common_name,category,CID,AtomStereoCount,BondStereoCount,Charge,Complexity,ConnectivitySMILES,CovalentUnitCount,ExactMass,HBondAcceptorCount,HBondDonorCount,HeavyAtomCount,IUPACName,InChI,InChIKey,MolecularFormula,MolecularWeight,MonoisotopicMass,RotatableBondCount,SMILES,TPSA,XLogP,sdf_file
Butalbital,Barbiturates,2481,0,0,0,327,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,1,224.11609238,3,2,16,"5-(2-methylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione","InChI=1S/C11H16N2O3/c1-4-5-11(6-7(2)3)8(14)12-10(16)13-9(11)15/h4,7H,1,5-6H2,2-3H3,(H2,12,13,14,15,16)",UZVHFVZFNXBMQJ-UHFFFAOYSA-N,C11H16N2O3,224.26,224.11609238,4,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,75.3,1.7,Butalbital_2481.sdf
Cocaine,Stimulants,446220,4,0,0,432,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,1,303.14705815,5,0,22,"methyl (1R,2R,3S,5S)-3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate","InChI=1S/C17H21NO4/c1-18-12-8-9-13(18)15(17(20)21-2)14(10-12)22-16(19)11-6-4-3-5-7-11/h3-7,12-15H,8-10H2,1-2H3/t12-,13+,14-,15+/m0/s1",ZPUCINDJVBIVPJ-LJISPDSOSA-N,C17H21NO4,303.35,303.14705815,5,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,55.8,2.3,Cocaine_446220.sdf
Caffeine,Stimulants,2519,0,0,0,293,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,1,194.08037557,3,0,14,"1,3,7-trimethylpurine-2,6-dione","InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,C8H10N4O2,194.19,194.08037557,0,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,58.4,-0.1,Caffeine_2519.sdf
Nicotine,Stimulants,89594,1,0,0,147,CN1CCCC1C2=CN=CC=C2,1,162.115698455,2,0,12,3-[(2S)-1-methylpyrrolidin-2-yl]pyridine,"InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m0/s1",SNICXCGAKADSCV-JTQLQIEISA-N,C10H14N2,162.23,162.115698455,1,CN1CCC[C@H]1C2=CN=CC=C2,16.1,1.2,Nicotine_89594.sdf
Methylphenidate,Stimulants,4158,2,0,0,249,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,1,233.141578849,3,1,17,methyl 2-phenyl-2-piperidin-2-ylacetate,"InChI=1S/C14H19NO2/c1-17-14(16)13(11-7-3-2-4-8-11)12-9-5-6-10-15-12/h2-4,7-8,12-13,15H,5-6,9-10H2,1H3",DUGOZIWVEXMGBE-UHFFFAOYSA-N,C14H19NO2,233.31,233.141578849,4,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,38.3,0.2,Methylphenidate_4158.sdf
Modafinil,Stimulants,4236,1,0,0,302,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,1,273.08234989,3,1,19,2-benzhydrylsulfinylacetamide,"InChI=1S/C15H15NO2S/c16-14(17)11-19(18)15(12-7-3-1-4-8-12)13-9-5-2-6-10-13/h1-10,15H,11H2,(H2,16,17)",YFGHCGITMMYXAQ-UHFFFAOYSA-N,C15H15NO2S,273.4,273.08234989,5,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,79.4,1.7,Modafinil_4236.sdf
Armodafinil,Stimulants,9690109,1,0,0,302,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,1,273.08234989,3,1,19,2-[(R)-benzhydrylsulfinyl]acetamide,"InChI=1S/C15H15NO2S/c16-14(17)11-19(18)15(12-7-3-1-4-8-12)13-9-5-2-6-10-13/h1-10,15H,11H2,(H2,16,17)/t19-/m1/s1",YFGHCGITMMYXAQ-LJQANCHMSA-N,C15H15NO2S,273.4,273.08234989,5,C1=CC=C(C=C1)C(C2=CC=CC=C2)[S@](=O)CC(=O)N,79.4,1.7,Armodafinil_9690109.sdf
Adrafinil,Stimulants,3033226,1,0,0,318,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,1,289.07726451,4,2,20,2-benzhydrylsulfinyl-N-hydroxyacetamide,"InChI=1S/C15H15NO3S/c17-14(16-18)11-20(19)15(12-7-3-1-4-8-12)13-9-5-2-6-10-13/h1-10,15,18H,11H2,(H,16,17)",CGNMLOKEMNBUAI-UHFFFAOYSA-N,C15H15NO3S,289.4,289.07726451,5,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,85.6,1.6,Adrafinil_3033226.sdf
Cathinone,Stimulants,62258,1,0,0,138,CC(C(=O)C1=CC=CC=C1)N,1,149.084063974,2,1,11,(2S)-2-amino-1-phenylpropan-1-one,"InChI=1S/C9H11NO/c1-7(10)9(11)8-5-3-2-4-6-8/h2-7H,10H2,1H3/t7-/m0/s1",PUAQLLVFLMYYJJ-ZETCQYMHSA-N,C9H11NO,149.19,149.084063974,2,C[C@@H](C(=O)C1=CC=CC=C1)N,43.1,1.1,Cathinone_62258.sdf
Methcathinone,Stimulants,1576,1,0,0,150,CC(C(=O)C1=CC=CC=C1)NC,1,163.099714038,2,1,12,2-(methylamino)-1-phenylpropan-1-one,"InChI=1S/C10H13NO/c1-8(11-2)10(12)9-6-4-3-5-7-9/h3-8,11H,1-2H3",LPLLVINFLBSFRP-UHFFFAOYSA-N,C10H13NO,163.22,163.099714038,3,CC(C(=O)C1=CC=CC=C1)NC,29.1,1.6,Methcathinone_1576.sdf
Mephedrone,Stimulants,45266826,1,0,0,171,CC1=CC=C(C=C1)C(=O)C(C)NC,1,177.115364102,2,1,13,2-(methylamino)-1-(4-methylphenyl)propan-1-one,"InChI=1S/C11H15NO/c1-8-4-6-10(7-5-8)11(13)9(2)12-3/h4-7,9,12H,1-3H3",YELGFTGWJGBAQU-UHFFFAOYSA-N,C11H15NO,177.24,177.115364102,3,CC1=CC=C(C=C1)C(=O)C(C)NC,29.1,2,Mephedrone_45266826.sdf
Methylone,Stimulants,45789647,1,0,0,244,CC(C(=O)C1=CC2=C(C=C1)OCO2)NC,1,207.08954328,4,1,15,"1-(1,3-benzodioxol-5-yl)-2-(methylamino)propan-1-one","InChI=1S/C11H13NO3/c1-7(12-2)11(13)8-3-4-9-10(5-8)15-6-14-9/h3-5,7,12H,6H2,1-2H3",VKEQBMCRQDSRET-UHFFFAOYSA-N,C11H13NO3,207.23,207.08954328,3,CC(C(=O)C1=CC2=C(C=C1)OCO2)NC,47.6,0.6,Methylone_45789647.sdf
MDPV,Stimulants,20111961,1,0,0,341,CCCC(C(=O)C1=CC2=C(C=C1)OCO2)N3CCCC3,1,275.15214353,4,0,20,"1-(1,3-benzodioxol-5-yl)-2-pyrrolidin-1-ylpentan-1-one","InChI=1S/C16H21NO3/c1-2-5-13(17-8-3-4-9-17)16(18)12-6-7-14-15(10-12)20-11-19-14/h6-7,10,13H,2-5,8-9,11H2,1H3",SYHGEUNFJIGTRX-UHFFFAOYSA-N,C16H21NO3,275.34,275.15214353,5,CCCC(C(=O)C1=CC2=C(C=C1)OCO2)N3CCCC3,38.8,3.3,MDPV_20111961.sdf
Alpha-PVP,Stimulants,11148955,1,0,0,239,CCCC(C(=O)C1=CC=CC=C1)N2CCCC2,1,231.162314293,2,0,17,1-phenyl-2-pyrrolidin-1-ylpentan-1-one,"InChI=1S/C15H21NO/c1-2-8-14(16-11-6-7-12-16)15(17)13-9-4-3-5-10-13/h3-5,9-10,14H,2,6-8,11-12H2,1H3",YDIIDRWHPFMLGR-UHFFFAOYSA-N,C15H21NO,231.33,231.162314293,5,CCCC(C(=O)C1=CC=CC=C1)N2CCCC2,20.3,3.4,Alpha-PVP_11148955.sdf
Ephedrine,Stimulants,9294,2,0,0,121,CC(C(C1=CC=CC=C1)O)NC,1,165.115364102,2,2,12,"(1R,2S)-2-(methylamino)-1-phenylpropan-1-ol","InChI=1S/C10H15NO/c1-8(11-2)10(12)9-6-4-3-5-7-9/h3-8,10-12H,1-2H3/t8-,10-/m0/s1",KWGRBVOPPLSCSI-WPRPVWTQSA-N,C10H15NO,165.23,165.115364102,3,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC,32.3,0.9,Ephedrine_9294.sdf
Pseudoephedrine,Stimulants,7028,2,0,0,121,CC(C(C1=CC=CC=C1)O)NC,1,165.115364102,2,2,12,"(1S,2S)-2-(methylamino)-1-phenylpropan-1-ol","InChI=1S/C10H15NO/c1-8(11-2)10(12)9-6-4-3-5-7-9/h3-8,10-12H,1-2H3/t8-,10+/m0/s1",KWGRBVOPPLSCSI-WCBMZHEXSA-N,C10H15NO,165.23,165.115364102,3,C[C@@H]([C@H](C1=CC=CC=C1)O)NC,32.3,0.9,Pseudoephedrine_7028.sdf
Phenylpiracetam,Stimulants,132441,1,0,0,285,C1C(CN(C1=O)CC(=O)N)C2=CC=CC=C2,1,218.105527694,2,1,16,2-(2-oxo-4-phenylpyrrolidin-1-yl)acetamide,"InChI=1S/C12H14N2O2/c13-11(15)8-14-7-10(6-12(14)16)9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,13,15)",LYONXVJRBWWGQO-UHFFFAOYSA-N,C12H14N2O2,218.25,218.105527694,3,C1C(CN(C1=O)CC(=O)N)C2=CC=CC=C2,63.4,0.1,Phenylpiracetam_132441.sdf
Theophylline,Stimulants,2153,0,0,0,267,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,180.06472551,3,1,13,"1,3-dimethyl-7H-purine-2,6-dione","InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",ZFXYFBGIUFBOJW-UHFFFAOYSA-N,C7H8N4O2,180.16,180.06472551,0,CN1C2=C(C(=O)N(C1=O)C)NC=N2,69.3,0,Theophylline_2153.sdf
Theobromine,Stimulants,5429,0,0,0,267,CN1C=NC2=C1C(=O)NC(=O)N2C,1,180.06472551,3,1,13,"3,7-dimethylpurine-2,6-dione","InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",YAPQBXQYLJRXSA-UHFFFAOYSA-N,C7H8N4O2,180.16,180.06472551,0,CN1C=NC2=C1C(=O)NC(=O)N2C,67.2,-0.8,Theobromine_5429.sdf
6-APB,Entactogens,9794343,1,0,0,171,CC(CC1=CC2=C(C=C1)C=CO2)N,1,175.099714038,2,1,13,1-(1-benzofuran-6-yl)propan-2-amine,"InChI=1S/C11H13NO/c1-8(12)6-9-2-3-10-4-5-13-11(10)7-9/h2-5,7-8H,6,12H2,1H3",FQDAMYLMQQKPRX-UHFFFAOYSA-N,C11H13NO,175.23,175.099714038,2,CC(CC1=CC2=C(C=C1)C=CO2)N,39.2,2.1,6-APB_9794343.sdf
5-APB,Entactogens,9837232,1,0,0,171,CC(CC1=CC2=C(C=C1)OC=C2)N,1,175.099714038,2,1,13,1-(1-benzofuran-5-yl)propan-2-amine,"InChI=1S/C11H13NO/c1-8(12)6-9-2-3-11-10(7-9)4-5-13-11/h2-5,7-8H,6,12H2,1H3",VKUMKUZDZWHMQU-UHFFFAOYSA-N,C11H13NO,175.23,175.099714038,2,CC(CC1=CC2=C(C=C1)OC=C2)N,39.2,2.1,5-APB_9837232.sdf
5-MAPB,Entactogens,102336592,1,0,0,183,CC(CC1=CC2=C(C=C1)OC=C2)NC,1,189.115364102,2,1,14,1-(1-benzofuran-5-yl)-N-methylpropan-2-amine,"InChI=1S/C12H15NO/c1-9(13-2)7-10-3-4-12-11(8-10)5-6-14-12/h3-6,8-9,13H,7H2,1-2H3",ZOVRTIPCNFERHY-UHFFFAOYSA-N,C12H15NO,189.25,189.115364102,3,CC(CC1=CC2=C(C=C1)OC=C2)NC,25.2,2.6,5-MAPB_102336592.sdf
6-MAPB,Entactogens,122202866,1,0,0,183,CC(CC1=CC2=C(C=C1)C=CO2)NC,1,189.115364102,2,1,14,1-(1-benzofuran-6-yl)-N-methylpropan-2-amine,"InChI=1S/C12H15NO/c1-9(13-2)7-10-3-4-11-5-6-14-12(11)8-10/h3-6,8-9,13H,7H2,1-2H3",QLAAURQYEAEHBO-UHFFFAOYSA-N,C12H15NO,189.25,189.115364102,3,CC(CC1=CC2=C(C=C1)C=CO2)NC,25.2,2.6,6-MAPB_122202866.sdf
4-FA,Entactogens,9986,1,0,0,108,CC(CC1=CC=C(C=C1)F)N,1,153.095377549,2,1,11,1-(4-fluorophenyl)propan-2-amine,"InChI=1S/C9H12FN/c1-7(11)6-8-2-4-9(10)5-3-8/h2-5,7H,6,11H2,1H3",DGXWNDGLEOIEGT-UHFFFAOYSA-N,C9H12FN,153.20,153.095377549,2,CC(CC1=CC=C(C=C1)F)N,26,1.9,4-FA_9986.sdf
Scopolamine,Deliriants,3000322,5,0,0,418,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,1,303.14705815,5,1,22,"[(1S,2S,4R,5R)-9-methyl-3-oxa-9-azatricyclo[3.3.1.02,4]nonan-7-yl] (2S)-3-hydroxy-2-phenylpropanoate","InChI=1S/C17H21NO4/c1-18-13-7-11(8-14(18)16-15(13)22-16)21-17(20)12(9-19)10-5-3-2-4-6-10/h2-6,11-16,19H,7-9H2,1H3/t11?,12-,13-,14+,15-,16+/m1/s1",STECJAGHUSJQJN-USLFZFAMSA-N,C17H21NO4,303.35,303.14705815,5,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,62.3,0.9,Scopolamine_3000322.sdf
Atropine,Deliriants,174174,3,0,0,353,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,1,289.16779360,4,1,21,"[(1S,5R)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate","InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15?,16?",RKUNBYITZUJHSG-PJPHBNEVSA-N,C17H23NO3,289.4,289.16779360,5,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,49.8,1.8,Atropine_174174.sdf
Diphenhydramine,Deliriants,3100,0,0,0,211,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,1,255.162314293,2,0,19,"2-benzhydryloxy-N,N-dimethylethanamine","InChI=1S/C17H21NO/c1-18(2)13-14-19-17(15-9-5-3-6-10-15)16-11-7-4-8-12-16/h3-12,17H,13-14H2,1-2H3",ZZVUWRFHKOJYTH-UHFFFAOYSA-N,C17H21NO,255.35,255.162314293,6,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,12.5,3.3,Diphenhydramine_3100.sdf
Dimenhydrinate,Deliriants,10660,0,0,0,509,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,2,469.1880675,5,1,33,"2-benzhydryloxy-N,N-dimethylethanamine;8-chloro-1,3-dimethyl-7H-purine-2,6-dione","InChI=1S/C17H21NO.C7H7ClN4O2/c1-18(2)13-14-19-17(15-9-5-3-6-10-15)16-11-7-4-8-12-16;1-11-4-3(9-6(8)10-4)5(13)12(2)7(11)14/h3-12,17H,13-14H2,1-2H3;1-2H3,(H,9,10)",NFLLKCVHYJRNRH-UHFFFAOYSA-N,C24H28ClN5O3,470.0,469.1880675,6,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,81.8,,Dimenhydrinate_10660.sdf
Muscimol,Deliriants,4266,0,0,0,141,C1=C(ONC1=O)CN,1,114.042927438,3,2,8,"5-(aminomethyl)-1,2-oxazol-3-one","InChI=1S/C4H6N2O2/c5-2-3-1-4(7)6-8-3/h1H,2,5H2,(H,6,7)",ZJQHPWUVQPJPQT-UHFFFAOYSA-N,C4H6N2O2,114.10,114.042927438,1,C1=C(ONC1=O)CN,64.4,-1.4,Muscimol_4266.sdf
Ibotenic acid,Deliriants,1233,1,0,0,235,C1=C(ONC1=O)C(C(=O)O)N,1,158.03275668,5,3,11,"2-amino-2-(3-oxo-1,2-oxazol-5-yl)acetic acid","InChI=1S/C5H6N2O4/c6-4(5(9)10)2-1-3(8)7-11-2/h1,4H,6H2,(H,7,8)(H,9,10)",IRJCBFDCFXCWGO-UHFFFAOYSA-N,C5H6N2O4,158.11,158.03275668,2,C1=C(ONC1=O)C(C(=O)O)N,102,-3.9,Ibotenic_acid_1233.sdf
Fluoxetine,Antidepressants,3386,1,0,0,308,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,1,309.13404868,5,1,22,N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine,"InChI=1S/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3",RTHCYVBBDHJXIQ-UHFFFAOYSA-N,C17H18F3NO,309.33,309.13404868,6,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,21.3,4,Fluoxetine_3386.sdf
Sertraline,Antidepressants,68617,2,0,0,322,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,1,305.0738049,1,1,20,"(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine","InChI=1S/C17H17Cl2N/c1-20-17-9-7-12(13-4-2-3-5-14(13)17)11-6-8-15(18)16(19)10-11/h2-6,8,10,12,17,20H,7,9H2,1H3/t12-,17-/m0/s1",VGKDLMBJGBXTGI-SJCJKPOMSA-N,C17H17Cl2N,306.2,305.0738049,2,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,12,4.8,Sertraline_68617.sdf
Paroxetine,Antidepressants,43815,2,0,0,402,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,1,329.14272166,5,1,24,"(3S,4R)-3-(1,3-benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine","InChI=1S/C19H20FNO3/c20-15-3-1-13(2-4-15)17-7-8-21-10-14(17)11-22-16-5-6-18-19(9-16)24-12-23-18/h1-6,9,14,17,21H,7-8,10-12H2/t14-,17-/m0/s1",AHOUBRCZNHFOSL-YOEHRIQHSA-N,C19H20FNO3,329.4,329.14272166,4,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,39.7,3.5,Paroxetine_43815.sdf
Citalopram,Antidepressants,2771,1,0,0,466,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,1,324.16379146,4,0,24,1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3H-2-benzofuran-5-carbonitrile,"InChI=1S/C20H21FN2O/c1-23(2)11-3-10-20(17-5-7-18(21)8-6-17)19-9-4-15(13-22)12-16(19)14-24-20/h4-9,12H,3,10-11,14H2,1-2H3",WSEQXVZVJXJVFP-UHFFFAOYSA-N,C20H21FN2O,324.4,324.16379146,5,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,36.3,3.2,Citalopram_2771.sdf
Escitalopram,Antidepressants,146570,1,0,0,466,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,1,324.16379146,4,0,24,(1S)-1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3H-2-benzofuran-5-carbonitrile,"InChI=1S/C20H21FN2O/c1-23(2)11-3-10-20(17-5-7-18(21)8-6-17)19-9-4-15(13-22)12-16(19)14-24-20/h4-9,12H,3,10-11,14H2,1-2H3/t20-/m0/s1",WSEQXVZVJXJVFP-FQEVSTJZSA-N,C20H21FN2O,324.4,324.16379146,5,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,36.3,3.2,Escitalopram_146570.sdf
Fluvoxamine,Antidepressants,5324346,0,1,0,327,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,1,318.15551240,7,1,22,2-[(E)-[5-methoxy-1-[4-(trifluoromethyl)phenyl]pentylidene]amino]oxyethanamine,"InChI=1S/C15H21F3N2O2/c1-21-10-3-2-4-14(20-22-11-9-19)12-5-7-13(8-6-12)15(16,17)18/h5-8H,2-4,9-11,19H2,1H3/b20-14+",CJOFXWAVKWHTFT-XSFVSMFZSA-N,C15H21F3N2O2,318.33,318.15551240,9,COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F,56.8,2.6,Fluvoxamine_5324346.sdf
Venlafaxine,Antidepressants,5656,1,0,0,279,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,1,277.204179104,3,1,20,1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol,"InChI=1S/C17H27NO2/c1-18(2)13-16(17(19)11-5-4-6-12-17)14-7-9-15(20-3)10-8-14/h7-10,16,19H,4-6,11-13H2,1-3H3",PNVNVHUZROJLTJ-UHFFFAOYSA-N,C17H27NO2,277.4,277.204179104,5,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,32.7,2.9,Venlafaxine_5656.sdf
Duloxetine,Antidepressants,60835,1,0,0,312,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,1,297.11873540,3,1,21,(3S)-N-methyl-3-naphthalen-1-yloxy-3-thiophen-2-ylpropan-1-amine,"InChI=1S/C18H19NOS/c1-19-12-11-17(18-10-5-13-21-18)20-16-9-4-7-14-6-2-3-8-15(14)16/h2-10,13,17,19H,11-12H2,1H3/t17-/m0/s1",ZEUITGRIYCTCEM-KRWDZBQOSA-N,C18H19NOS,297.4,297.11873540,6,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,49.5,4.3,Duloxetine_60835.sdf
Desvenlafaxine,Antidepressants,125017,1,0,0,266,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,1,263.188529040,3,2,19,4-[2-(dimethylamino)-1-(1-hydroxycyclohexyl)ethyl]phenol,"InChI=1S/C16H25NO2/c1-17(2)12-15(13-6-8-14(18)9-7-13)16(19)10-4-3-5-11-16/h6-9,15,18-19H,3-5,10-12H2,1-2H3",KYYIDSXMWOZKMP-UHFFFAOYSA-N,C16H25NO2,263.37,263.188529040,4,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,43.7,2.6,Desvenlafaxine_125017.sdf
Amitriptyline,Antidepressants,2160,0,0,0,331,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,1,277.183049738,1,0,21,"N,N-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine","InChI=1S/C20H23N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3",KRMDCWKBEZIMAB-UHFFFAOYSA-N,C20H23N,277.4,277.183049738,3,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,3.2,5,Amitriptyline_2160.sdf
Nortriptyline,Antidepressants,4543,0,0,0,307,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,1,263.167399674,1,1,20,"N-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine","InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3",PHVGLTMQBUFIQQ-UHFFFAOYSA-N,C19H21N,263.4,263.167399674,3,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,12,4.5,Nortriptyline_4543.sdf
Imipramine,Antidepressants,3696,0,0,0,291,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,1,280.193948774,2,0,21,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine","InChI=1S/C19H24N2/c1-20(2)14-7-15-21-18-10-5-3-8-16(18)12-13-17-9-4-6-11-19(17)21/h3-6,8-11H,7,12-15H2,1-2H3",BCGWQEUPMDMJNV-UHFFFAOYSA-N,C19H24N2,280.4,280.193948774,4,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,6.5,4.8,Imipramine_3696.sdf
Desipramine,Antidepressants,2995,0,0,0,267,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,1,266.178298710,2,1,20,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N-methylpropan-1-amine","InChI=1S/C18H22N2/c1-19-13-6-14-20-17-9-4-2-7-15(17)11-12-16-8-3-5-10-18(16)20/h2-5,7-10,19H,6,11-14H2,1H3",HCYAFALTSJYZDH-UHFFFAOYSA-N,C18H22N2,266.4,266.178298710,4,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,15.3,4.9,Desipramine_2995.sdf
Clomipramine,Antidepressants,2801,0,0,0,346,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,1,314.1549764,2,0,22,"3-(2-chloro-5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine","InChI=1S/C19H23ClN2/c1-21(2)12-5-13-22-18-7-4-3-6-15(18)8-9-16-10-11-17(20)14-19(16)22/h3-4,6-7,10-11,14H,5,8-9,12-13H2,1-2H3",GDLIGKIOYRNHDA-UHFFFAOYSA-N,C19H23ClN2,314.9,314.1549764,4,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,6.5,5.2,Clomipramine_2801.sdf
Doxepin,Antidepressants,3158,0,1,0,363,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,1,279.162314293,2,0,21,"3-(6H-benzo[c][1]benzoxepin-11-ylidene)-N,N-dimethylpropan-1-amine","InChI=1S/C19H21NO/c1-20(2)13-7-11-17-16-9-4-3-8-15(16)14-21-19-12-6-5-10-18(17)19/h3-6,8-12H,7,13-14H2,1-2H3",ODQWQRRAPPTVAG-UHFFFAOYSA-N,C19H21NO,279.4,279.162314293,3,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,12.5,4.3,Doxepin_3158.sdf
Phenelzine,Antidepressants,3675,0,0,0,77,C1=CC=C(C=C1)CCNN,1,136.100048391,2,2,10,2-phenylethylhydrazine,"InChI=1S/C8H12N2/c9-10-7-6-8-4-2-1-3-5-8/h1-5,10H,6-7,9H2",RMUCZJUITONUFY-UHFFFAOYSA-N,C8H12N2,136.19,136.100048391,3,C1=CC=C(C=C1)CCNN,38.1,1.2,Phenelzine_3675.sdf
